Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
2,Mission: Impossible -- Fallout,2018,"Ethan Hunt and the IMF team join forces with CIA assassin August Walker to prevent a disaster of epic proportions. Arms dealer John Lark and a group of terrorists known as the Apostles plan to use three plutonium cores for a simultaneous nuclear attack on the Vatican, Jerusalem and Mecca, Saudi Arabia. When the weapons go missing, Ethan and his crew find themselves in a desperate race against time to prevent them from falling into the wrong hands.",97,88.0,"Fast, sleek, and fun, Mission: Impossible - Fallout lives up to the ""impossible"" part of its name by setting yet another high mark for insane set pieces in a franchise full of them.",433,"10,000+",Action & Adventure,PG-13,"action, mystery and thriller, adventure",English,Christopher McQuarrie,"Tom Cruise, Christopher McQuarrie, Jake Myers, J.J. Abrams",Christopher McQuarrie,"Jul 27, 2018 wide",43424.0,$220.1M,2h 27m,"Bad Robot, Tom Cruise","DTS, Dolby Atmos, Dolby Digital",Scope (2.35:1),,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg, Rebecca Ferguson, Sean Harris, Angela Bassett, Michelle Monaghan, Alec Baldwin, Vanessa Kirby, Christopher McQuarrie, Christopher McQuarrie, Tom Cruise, Christopher McQuarrie, Jake Myers, J.J. Abrams, David Ellison, Dana Goldberg, Don Granger, Rob Hardy",http://www.rottentomatoes.com/m/mission_impossible_fallout,1,4,1,2,147,220.1
3,Mad Max: Fury Road,2015,"Years after the collapse of civilization, the tyrannical Immortan Joe enslaves apocalypse survivors inside the desert fortress the Citadel. When the warrior Imperator Furiosa (Charlize Theron) leads the despot's five wives in a daring escape, she forges an alliance with Max Rockatansky (Tom Hardy), a loner and former captive. Fortified in the massive, armored truck the War Rig, they try to outrun the ruthless warlord and his henchmen in a deadly high-speed chase through the Wasteland.",97,86.0,"With exhilarating action and a surprising amount of narrative heft, Mad Max: Fury Road brings George Miller's post-apocalyptic franchise roaring vigorously back to life.",427,"100,000+",Action & Adventure,R,"adventure, action",English,George Miller,"Doug Mitchell, George Miller, P.J. Voeten","George Miller, Brendan McCarthy, Nick Lathouris","May 15, 2015 wide",42592.0,$153.6M,2h,"Kennedy Miller Mitchell, Village Roadshow Pictures, Warner Bros. Pictures",Dolby Atmos,Scope (2.35:1),,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, George Miller, George Miller, Nick Lathouris, Doug Mitchell, George Miller, P.J. Voeten, Iain Smith, Chris deFaria",http://www.rottentomatoes.com/m/mad_max_fury_road,1,3,3,3,120,153.6
6,Dunkirk,2017,"In May 1940, Germany advanced into France, trapping Allied troops on the beaches of Dunkirk. Under air and ground cover from British and French forces, troops were slowly and methodically evacuated from the beach using every serviceable naval and civilian vessel that could be found. At the end of this heroic mission, 330,000 French, British, Belgian and Dutch soldiers were safely evacuated.",92,81.0,"Dunkirk serves up emotionally satisfying spectacle, delivered by a writer-director in full command of his craft and brought to life by a gifted ensemble cast that honors the fact-based story.",458,"50,000+",Action & Adventure,PG-13,"drama, history, war",English,Christopher Nolan,"Emma Thomas, Christopher Nolan",Christopher Nolan,"Jul 21, 2017 wide",43081.0,$188.0M,1h 47m,"Warner Bros. Pictures, IMAX Corporation","Dolby Digital, Datasat, Dolby Atmos",Scope (2.35:1),,"Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles, Aneurin Barnard, James D'Arcy, Barry Keoghan, Kenneth Branagh, Cillian Murphy, Mark Rylance, Christopher Nolan, Christopher Nolan, Emma Thomas, Christopher Nolan, Jake Myers, Nathan Crowley, Kevin Ishioka",http://www.rottentomatoes.com/m/dunkirk_2017,1,2,1,2,107,188.0
7,Coco,2017,"Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named HÃ©ctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.",97,94.0,"Coco's rich visual pleasures are matched by a thoughtful narrative that takes a family-friendly -- and deeply affecting -- approach to questions of culture, family, life, and death.",347,"25,000+",Action & Adventure,PG,"comedy, music, animation, kids and family, adventure",English,Lee Unkrich,Darla K. Anderson,"Adrian Molina, Matthew Aldrich","Nov 22, 2017 wide",43144.0,$210.5M,1h 49m,Pixar Animation Studios,Dolby Atmos,Scope (2.35:1),Pixar,"Anthony Gonzalez, Benjamin Bratt, Alanna Ubach, Jaime Camil, Alfonso Arau, Selene Luna, Ana Ofelia MurguÃ­a, Lee Unkrich, Adrian Molina, Adrian Molina, Matthew Aldrich, Darla K. Anderson, John Lasseter, Lee Unkrich, Michael Giacchino",http://www.rottentomatoes.com/m/coco_2017,1,1,2,1,109,210.5
8,Thor: Ragnarok,2017,"Imprisoned on the other side of the universe, the mighty Thor finds himself in a deadly gladiatorial contest that pits him against the Hulk, his former ally and fellow Avenger. Thor's quest for survival leads him in a race against time to prevent the all-powerful Hela from destroying his home world and the Asgardian civilization.",93,87.0,"Exciting, funny, and above all fun, Thor: Ragnarok is a colorful cosmic adventure that sets a new standard for its franchise -- and the rest of the Marvel Cinematic Universe.",430,"50,000+",Action & Adventure,PG-13,"comedy, fantasy, sci fi, action, adventure",English,Taika Waititi,Kevin Feige,"Eric Pearson, Craig Kyle, Christopher L. Yost","Nov 3, 2017 wide",43148.0,$315.0M,2h 10m,Marvel Studios,Dolby Atmos,Scope (2.35:1),Marvel Cinematic Universe,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Mark Ruffalo, Karl Urban, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Eric Pearson, Craig Kyle, Christopher L. Yost, Kevin Feige, Thomas M. Hammel, Stan Lee, Victoria Alonso, Louis D'Esposito",http://www.rottentomatoes.com/m/thor_ragnarok_2017,1,1,3,1,130,315.0
9,Logan,2017,"In the near future, a weary Logan (Hugh Jackman) cares for an ailing Professor X (Patrick Stewart) at a remote outpost on the Mexican border. His plan to hide from the outside world gets upended when he meets a young mutant (Dafne Keen) who is very much like him. Logan must now protect the girl and battle the dark forces that want to capture her.",93,90.0,"Hugh Jackman makes the most of his final outing as Wolverine with a gritty, nuanced performance in a violent but surprisingly thoughtful superhero action film that defies genre conventions.",418,"50,000+",Action & Adventure,R,"adventure, action, fantasy",English,James Mangold,"Hutch Parker, Simon Kinberg, Lauren Shuler Donner","James Mangold, Michael Green, Scott Frank","Mar 3, 2017 wide",42871.0,$226.3M,2h 17m,"Marvel Entertainment, 20th Century Fox, Hutch Parker Entertainment, Donners' Company",Dolby Atmos,Scope (2.35:1),X-Men,"Hugh Jackman, Patrick Stewart, Dafne Keen, Richard E. Grant, Doris Morgado, Boyd Holbrook, Stephen Merchant, Eriq La Salle, Elise Neal, Elizabeth Rodriguez, James Mangold, James Mangold, Michael Green, Scott Frank, Hutch Parker, Simon Kinberg, Lauren Shuler Donner, Joseph M. Caracciolo Jr., Stan Lee, Josh McLaglen",http://www.rottentomatoes.com/m/logan_2017,1,3,3,4,137,226.3
11,Star Wars: The Force Awakens,2015,"Thirty years after the defeat of the Galactic Empire, the galaxy faces a new threat from the evil Kylo Ren (Adam Driver) and the First Order. When a defector named Finn crash-lands on a desert planet, he meets Rey (Daisy Ridley), a tough scavenger whose droid contains a top-secret map. Together, the young duo joins forces with Han Solo (Harrison Ford) to make sure the Resistance receives the intelligence concerning the whereabouts of Luke Skywalker (Mark Hamill), the last of the Jedi Knights.",93,86.0,"Packed with action and populated by both familiar faces and fresh blood, The Force Awakens successfully recalls the series' former glory while injecting it with renewed energy.",440,"100,000+",Action & Adventure,PG-13,"action, sci fi, adventure, fantasy",English,J.J. Abrams,"Kathleen Kennedy, J.J. Abrams, Bryan Burk","Lawrence Kasdan, J.J. Abrams, Michael Arndt","Dec 18, 2015 wide",42461.0,123,2h 16m,"Lucasfilm Ltd., Bad Robot","Dolby Digital, Dolby Atmos",Scope (2.35:1),Star Wars Saga,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson, J.J. Abrams, Lawrence Kasdan, J.J. Abrams, Michael Arndt, Kathleen Kennedy, J.J. Abrams, Bryan Burk, Tommy Harper, Jason McGatlin, Dan Mindel",http://www.rottentomatoes.com/m/star_wars_episode_vii_the_force_awakens,1,3,3,2,136,123.0
17,War for the Planet of the Apes,2017,"Caesar (Andy Serkis) and his apes are forced into a deadly conflict with an army of humans led by a ruthless colonel (Woody Harrelson). After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the colonel are pitted against each other in an epic battle that will determine the fate of both of their species and the future of the planet.",94,84.0,"War for the Planet of the Apes combines breathtaking special effects and a powerful, poignant narrative to conclude this rebooted trilogy on a powerful -- and truly blockbuster -- note.",355,"50,000+",Action & Adventure,PG-13,"sci fi, adventure, action",English,Matt Reeves,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Matt Reeves, Mark Bomback","Jul 14, 2017 wide",43556.0,$146.8M,2h 22m,"20th Century Fox, Bluegrass Films, Chernin Entertainment",Dolby Atmos,Scope (2.35:1),Planet of the Apes,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Terry Notary, Amiah Miller, Judy Greer, Max Lloyd-Jones, Devyn Dalton, Toby Kebbell, Matt Reeves, Matt Reeves, Mark Bomback, Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver, Mark Bomback, Mary McLaglen, Michael Seresin",http://www.rottentomatoes.com/m/war_for_the_planet_of_the_apes,1,4,2,3,142,146.8
19,Baby Driver,2017,"Talented getaway driver Baby (Ansel Elgort) relies on the beat of his personal soundtrack to be the best in the game. After meeting the woman (Lily James) of his dreams, he sees a chance to ditch his shady lifestyle and make a clean break. Coerced into working for a crime boss (Kevin Spacey), Baby must face the music as a doomed heist threatens his life, love and freedom.",92,86.0,"Stylish, exciting, and fueled by a killer soundtrack, Baby Driver hits the road and it's gone -- proving fast-paced action movies can be smartly written without sacrificing thrills.",389,"50,000+",Action & Adventure,R,"mystery and thriller, action",English,Edgar Wright,"Nira Park, Tim Bevan, Eric Fellner",Edgar Wright,"Jun 28, 2017 wide",42926.0,$107.8M,1h 53m,"Working Title Films, Big Talk Pictures","Dolby Atmos, Dolby Digital",Scope (2.35:1),,"Ansel Elgort, Kevin Spacey, Lily James, Jon Bernthal, Jon Hamm, Jamie Foxx, Eiza GonzÃ¡lez, Flea, Sky Ferreira, Lanny Joon, Edgar Wright, Edgar Wright, Nira Park, Tim Bevan, Eric Fellner, Edgar Wright, Rachael Prior, James Biddle, Adam Merims, Liza Chasin",http://www.rottentomatoes.com/m/baby_driver,1,3,1,2,113,107.8
22,Jaws,1975,"When a young woman is killed by a shark while skinny-dipping near the New England tourist town of Amity Island, police chief Martin Brody (Roy Scheider) wants to close the beaches, but mayor Larry Vaughn (Murray Hamilton) overrules him, fearing that the loss of tourist revenue will cripple the town. Ichthyologist Matt Hooper (Richard Dreyfuss) and grizzled ship captain Quint (Robert Shaw) offer to help Brody capture the killer beast, and the trio engage in an epic battle of man vs. nature.",98,90.0,"Compelling, well-crafted storytelling and a judicious sense of terror ensure Steven Spielberg's Jaws has remained a benchmark in the art of delivering modern blockbuster thrills.",91,"250,000+",Action & Adventure,PG,"mystery and thriller, adventure, horror",English,Steven Spielberg,"David Brown, Richard D. Zanuck","Howard Sackler, John Milius, Robert Shaw","Jun 20, 1975 wide",42207.0,$260.9M,2h 4m,"Universal Pictures, Zanuck/Brown Productions","Mono, CDS",,,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey C. Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman, Steven Spielberg, Peter Benchley, Peter Benchley, Carl Gottlieb, Howard Sackler, John Milius, Robert Shaw, Richard D. Zanuck",http://www.rottentomatoes.com/m/jaws,1,2,3,2,124,260.9
24,Shazam!,2019,"We all have a superhero inside of us -- it just takes a bit of magic to bring it out. In 14-year-old Billy Batson's case, all he needs to do is shout out one word to transform into the adult superhero Shazam. Still a kid at heart, Shazam revels in the new version of himself by doing what any other teen would do -- have fun while testing out his newfound powers. But he'll need to master them quickly before the evil Dr. Thaddeus Sivana can get his hands on Shazam's magical abilities.",90,82.0,"An effortlessly entertaining blend of humor and heart, Shazam! is a superhero movie that never forgets the genre's real power: joyous wish fulfillment.",409,"10,000+",Action & Adventure,PG-13,"comedy, adventure, action, fantasy",English,David F. Sandberg,Peter Safran,Henry Gayden,"Apr 5, 2019 wide",43648.0,$140.4M,2h 12m,"Mad Ghost Productions, DC Entertainment, Seven Bucks Productions, Safran Company",Dolby Atmos,Scope (2.35:1),DC Extended Universe,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Djimon Hounsou, Grace Fulton, Ian Chen, Jovan Armand, Faithe Herman, Cooper Andrews, David F. Sandberg, Henry Gayden, Peter Safran, Jeffrey Chernov, Christopher Godsick, Walter Hamada, Geoff Johns, Adam Schlagman, Richard Brener, Dave Neustadter",http://www.rottentomatoes.com/m/shazam,1,1,1,4,132,140.4
32,Skyfall,2012,"When James Bond's (Daniel Craig) latest assignment goes terribly wrong, it leads to a calamitous turn of events: Undercover agents around the world are exposed, and MI6 is attacked, forcing M (Judi Dench) to relocate the agency. With MI6 now compromised inside and out, M turns to the one man she can trust: Bond. Aided only by a field agent (Naomie Harris), Bond takes to the shadows and follows a trail to Silva (Javier Bardem), a man from M's past who wants to settle an old score.",92,86.0,"Sam Mendes brings Bond surging back with a smart, sexy, riveting action thriller that qualifies as one of the best 007 films to date.",379,"250,000+",Action & Adventure,PG-13,"mystery and thriller, adventure, action",English,Sam Mendes,"Michael G. Wilson, Barbara Broccoli","Neal Purvis, Robert Wade, John Logan","Nov 9, 2012 wide",42770.0,$304.4M,2h 23m,Eon Productions Ltd.,"SDDS, Dolby Digital, Datasat",,James Bond 007,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Ben Whishaw, Albert Finney, Rory Kinnear, Ola Rapace, Sam Mendes, Neal Purvis, Robert Wade, John Logan, Michael G. Wilson, Barbara Broccoli, Callum McDougall, Roger Deakins, Dennis Gassner, Stuart Baird",http://www.rottentomatoes.com/m/skyfall,1,2,3,1,143,304.4
36,The Hurt Locker,2008,"Staff Sgt. William James (Jeremy Renner), Sgt. J.T. Sanborn (Anthony Mackie) and Specialist Owen Eldridge (Brian Geraghty) are members of a bomb-disposal unit in Baghdad. As their tour of duty enters its final weeks, the men face a set of increasingly hazardous situations, any of which could end their lives in an explosive instant.",97,84.0,"A well-acted, intensely shot, action filled war epic, Kathryn Bigelow's The Hurt Locker is thus far the best of the recent dramatizations of the Iraq War.",289,"50,000+",Action & Adventure,R,"action, mystery and thriller, drama, war",English,Kathryn Bigelow,"Kathryn Bigelow, Mark Boal, Nicolas Chartier",Mark Boal,,42207.0,$15.7M,2h 7m,"Kingsgate Films, Voltage Pictures, First Light Production",,,,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce, Ralph Fiennes, David Morse, Evangeline Lilly, Christian Camargo, Christopher Sayegh, Suhail Aldabbach, Kathryn Bigelow, Mark Boal, Kathryn Bigelow, Mark Boal, Nicolas Chartier, Marco Beltrami, Buck Sanders, Barry Ackroyd, Chris Innis",http://www.rottentomatoes.com/m/the_hurt_locker,1,3,1,3,127,15.7
38,Star Trek,2009,"Aboard the USS Enterprise, the most-sophisticated starship ever built, a novice crew embarks on its maiden voyage. Their path takes them on a collision course with Nero (Eric Bana), a Romulan commander whose mission of vengeance threatens all mankind. If humanity would survive, a rebellious young officer named James T. Kirk (Chris Pine) and a coolly logical Vulcan named Spock (Zachary Quinto) must move beyond their rivalry and find a way to defeat Nero before it is too late.",94,91.0,"Star Trek reignites a classic franchise with action, humor, a strong story, and brilliant visuals, and will please traditional Trekkies and new fans alike.",354,"250,000+",Action & Adventure,PG-13,"adventure, action, sci fi, fantasy",English,J.J. Abrams,"J.J. Abrams, Damon Lindelof","Roberto Orci, Alex Kurtzman","May 7, 2009 wide",41487.0,$257.7M,2h 6m,Bad Robot,,,Star Trek,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana, Bruce Greenwood, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, J.J. Abrams, Roberto Orci, Alex Kurtzman, J.J. Abrams, Damon Lindelof, Bryan Burk, Jeffrey Chernov, Roberto Orci, Alex Kurtzman, Michael Giacchino",http://www.rottentomatoes.com/m/star_trek_11,1,2,2,1,126,257.7
43,Isle of Dogs,2018,"When, by executive decree, all the canine pets of Megasaki City are exiled to a vast garbage-dump called Trash Island, 12-year-old Atari sets off alone in a miniature Junior-Turbo Prop and flies across the river in search of his bodyguard-dog, Spots. There, with the assistance of a pack of newly-found mongrel friends, he begins an epic journey that will decide the fate and future of the entire Prefecture.",90,87.0,The beautifully stop-motion animated Isle of Dogs finds Wes Anderson at his detail-oriented best while telling one of the director's most winsomely charming stories.,363,"5,000+",Action & Adventure,PG-13,"comedy, animation, adventure",English,Wes Anderson,"Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson",Wes Anderson,"Apr 6, 2018 wide",43278.0,$31.9M,1h 41m,"American Empirical Pictures, Studio Babelsberg",Dolby Digital,Scope (2.35:1),,"Bryan Cranston, Edward Norton, Scarlett Johansson, Bill Murray, Liev Schreiber, Jeff Goldblum, Bob Balaban, Koyu Rankin, Greta Gerwig, Tilda Swinton, Wes Anderson, Wes Anderson, Wes Anderson, Scott Rudin, Steven Rales, Jeremy Dawson, Christopher Fisser, Henning Molfenter, Charlie Woebcken, Tristan Oliver",http://www.rottentomatoes.com/m/isle_of_dogs_2018,1,4,1,2,101,31.9
47,Kubo and the Two Strings,2016,"Young Kubo's (Art Parkinson) peaceful existence comes crashing down when he accidentally summons a vengeful spirit from the past. Now on the run, Kubo joins forces with Monkey (Charlize Theron) and Beetle (Matthew McConaughey) to unlock a secret legacy. Armed with a magical instrument, Kubo must battle the Moon King (Ralph Fiennes) and other gods and monsters to save his family and solve the mystery of his fallen father, the greatest samurai warrior the world has ever known.",97,86.0,Kubo and the Two Strings matches its incredible animation with an absorbing -- and bravely melancholy -- story that has something to offer audiences of all ages.,221,"25,000+",Action & Adventure,PG,"fantasy, animation, action, kids and family, adventure",English,Travis Knight,"Arianne Sutner, Travis Knight","Marc Haimes, Chris Butler","Aug 19, 2016 wide",42682.0,$48.0M,1h 42m,"Laika, Focus Features",Dolby Digital,Scope (2.35:1),,"Charlize Theron, Art Parkinson, Ralph Fiennes, George Takei, Cary-Hiroyuki Tagawa, Brenda Vaccaro, Rooney Mara, Matthew McConaughey, Travis Knight, Marc Haimes, Chris Butler, Arianne Sutner, Travis Knight, Frank Passingham, Christopher Murrie",http://www.rottentomatoes.com/m/kubo_and_the_two_strings_2016,1,2,2,2,102,48.0
54,Hunt for the Wilderpeople,2016,A boy (Julian Dennison) and his foster father (Sam Neill) become the subjects of a manhunt after they get stranded in the New Zealand wilderness.,97,91.0,"The charmingly offbeat Hunt for the Wilderpeople unites a solid cast, a talented filmmaker, and a poignant, funny, deeply affecting message.",203,"10,000+",Action & Adventure,PG-13,"comedy, adventure",English (Australia),Taika Waititi,"Carthew Neal, Leanne Saunders, Taika Waititi, Matt Noonan",Taika Waititi,"Jun 24, 2016 limited",42633.0,$5.2M,1h 41m,"Defender Films, Piki Films",,,,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House, Rhys Darby, Taika Waititi, Cohen Holloway, Tioreore Ngatai-Melbourne, Oscar Kightley, Stan Walker, Taika Waititi, Taika Waititi, Carthew Neal, Leanne Saunders, Taika Waititi, James Wallace, Charlie McClellan, Luke Haigh",http://www.rottentomatoes.com/m/hunt_for_the_wilderpeople,1,4,1,2,101,5.2
58,Doctor Strange,2016,"Dr. Stephen Strange's (Benedict Cumberbatch) life changes after a car accident robs him of the use of his hands. When traditional medicine fails him, he looks for healing, and hope, in a mysterious enclave. He quickly learns that the enclave is at the front line of a battle against unseen dark forces bent on destroying reality. Before long, Strange is forced to choose between his life of fortune and status or leave it all behind to defend the world as the most powerful sorcerer in existence.",89,85.0,"Doctor Strange artfully balances its outrÃ© source material against the blockbuster constraints of the MCU, delivering a thoroughly entertaining superhero origin story in the bargain.",377,"100,000+",Action & Adventure,PG-13,"adventure, action, fantasy",English,Scott Derrickson,Kevin Feige,"Jon Spaihts, Scott Derrickson, C. Robert Cargill","Nov 4, 2016 wide",42780.0,$232.6M,1h 55m,"Marvel Studios, Marvel Entertainment","Dolby Digital, Dolby Atmos",Scope (2.35:1),Marvel Cinematic Universe,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen, Tilda Swinton, Michael Stuhlbarg, Benjamin Bratt, Scott Adkins, Zara Phythian, Scott Derrickson, Jon Spaihts, Scott Derrickson, C. Robert Cargill, Kevin Feige, Louis D'Esposito, Victoria Alonso, Stephen Broussard, Charles Newirth, Stan Lee",http://www.rottentomatoes.com/m/doctor_strange_2016,1,1,3,2,115,232.6
59,Aliens,1986,"After floating in space for 57 years, Lt. Ripley's (Sigourney Weaver) shuttle is found by a deep space salvage team. Upon arriving at LV-426, the marines find only one survivor, a nine year old girl named Newt (Carrie Henn). But even these battle-hardened marines with all the latest weaponry are no match for the hundreds of aliens that have invaded the colony.",97,94.0,"While Alien was a marvel of slow-building, atmospheric tension, Aliens packs a much more visceral punch, and features a typically strong performance from Sigourney Weaver.",76,"250,000+",Action & Adventure,R,"action, horror, sci fi",English,James Cameron,Gale Anne Hurd,,"Jul 18, 1986 wide",42333.0,$77.6M,2h 17m,"Twentieth Century Fox, Brandywine Productions","Surround, Dolby Stereo, Magnetic Stereo 6 Track, Stereo",Flat (1.85:1),Alien,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser, Lance Henriksen, Bill Paxton, William Hope, Jenette Goldstein, Al Matthews, Mark Rolston, James Cameron, James Cameron, David Giler, Gordon Carroll, David Giler, Gale Anne Hurd, James Horner, Adrian Biddle, Ray Lovejoy, Peter Lamont",http://www.rottentomatoes.com/m/1000617-aliens,1,1,1,2,137,77.6
60,The Empire Strikes Back,1980,"The adventure continues in this ""Star Wars"" sequel. Luke Skywalker (Mark Hamill), Han Solo (Harrison Ford), Princess Leia (Carrie Fisher) and Chewbacca (Peter Mayhew) face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi master's help will Luke survive when the dark side of the Force beckons him into the ultimate duel with Darth Vader (David Prowse).",94,97.0,"Dark, sinister, but ultimately even more involving than A New Hope, The Empire Strikes Back defies viewer expectations and takes the series to heightened emotional levels.",104,"250,000+",Action & Adventure,PG,"action, sci fi, adventure, fantasy",English,Irvin Kershner,Gary Kurtz,"Lawrence Kasdan, Leigh Brackett","May 21, 1980 wide",42104.0,$291.9M,2h 4m,Lucasfilm Ltd.,"Surround, Dolby Stereo, Dolby A, Magnetic Stereo 6 Track",Scope (2.35:1),Star Wars Saga,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, David Prowse, James Earl Jones, Peter Mayhew, Kenny Baker, Frank Oz, Irvin Kershner, George Lucas, Lawrence Kasdan, Leigh Brackett, Jim Bloom, Gary Kurtz, George Lucas, Robert Watts, Peter Suschitzky",http://www.rottentomatoes.com/m/empire_strikes_back,1,1,2,1,124,291.9
63,X-Men: Days of Future Past,2014,"Convinced that mutants pose a threat to humanity, Dr. Bolivar Trask (Peter Dinklage) develops the Sentinels, enormous robotic weapons that can detect a mutant gene and zero in on that person. In the 21st century, the Sentinels have evolved into highly efficient killing machines. With mutants now facing extinction, Wolverine (Hugh Jackman) volunteers to go back in time and rally the X-Men of the past to help change a pivotal moment in history and thereby save their future.",90,91.0,X-Men: Days of Future Past combines the best elements of the series to produce a satisfyingly fast-paced outing that ranks among the franchise's finest installments.,330,"250,000+",Action & Adventure,PG-13,"fantasy, action, adventure, sci fi",English,Bryan Singer,"Lauren Shuler Donner, Bryan Singer, Simon Kinberg, Hutch Parker",Simon Kinberg,"May 23, 2014 wide",42339.0,$233.9M,2h 11m,"Bad Hat Harry, Donners' Company","Dolby Atmos, Datasat",,X-Men,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Ellen Page, Peter Dinklage, Ian McKellen, Patrick Stewart, Anna Paquin, Bryan Singer, Simon Kinberg, Lauren Shuler Donner, Bryan Singer, Simon Kinberg, Hutch Parker, Stan Lee, Todd Hallowell, Josh McLaglen, John Ottman",http://www.rottentomatoes.com/m/x_men_days_of_future_past,1,4,1,2,131,233.9
69,The Princess Bride,1987,"A fairy tale adventure about a beautiful young woman and her one true love. He must find her after a long separation and save her. They must battle the evils of the mythical kingdom of Florin to be reunited with each other. Based on the William Goldman novel ""The Princess Bride"" which earned its own loyal audience.",97,94.0,"A delightfully postmodern fairy tale, The Princess Bride is a deft, intelligent mix of swashbuckling, romance, and comedy that takes an age-old damsel-in-distress story and makes it fresh.",77,"250,000+",Action & Adventure,PG,"kids and family, comedy, adventure",English,Rob Reiner,"Rob Reiner, Andrew Scheinman",William Goldman,"Oct 1, 1987 wide",42727.0,$26.9M,1h 38m,"Act III Communications, Princess Bride Ltd., Buttercup Films Ltd.","Surround, Dolby Stereo",Flat (1.85:1),,"Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Fred Savage, Peter Falk, Peter Cook, Carol Kane, Rob Reiner, William Goldman, Steve Nicolaides, Rob Reiner, Andrew Scheinman, Jeffrey Stott, Willy De Ville, Mark Knopfler, Adrian Biddle",http://www.rottentomatoes.com/m/princess_bride,1,2,1,3,98,26.9
70,Looper,2012,"In a future society, time-travel exists, but it's only available to those with the means to pay for it on the black market. When the mob wants to eliminate someone, it sends the target into the past, where a hit man known as a looper lies in wait to finish the job. Joe (Joseph Gordon-Levitt) is one such hired gun, and he does his job well -- until the day his bosses decide to ""close the loop"" and send Joe's future self (Bruce Willis) back in time to be killed.",93,82.0,"As thought-provoking as it is thrilling, Looper delivers an uncommonly smart, bravely original blend of futuristic sci-fi and good old-fashioned action.",268,"100,000+",Action & Adventure,R,"mystery and thriller, sci fi, action",English,Rian Johnson,"Ram Bergman, James D. Stern",Rian Johnson,"Sep 28, 2012 wide",41883.0,$66.3M,1h 59m,Ram Bergman,,Scope (2.35:1),,"Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano, Noah Segan, Piper Perabo, Jeff Daniels, Summer Qing, Tracie Thoms, Frank Brennan, Rian Johnson, Rian Johnson, Ram Bergman, James D. Stern, Douglas E. Hansen, Julie Goldstein, Peter Schlessel, Joseph Gordon-Levitt, Dan Mintz, Steve Yedlin",http://www.rottentomatoes.com/m/looper,1,2,1,1,119,66.3
