Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
807,Paddington 2,2017,"Settled in with the Brown family, Paddington the bear is a popular member of the community who spreads joy and marmalade wherever he goes. One fine day, he spots a pop-up book in an antique shop -- the perfect present for his beloved aunt's 100th birthday. When a thief steals the prized book, Paddington embarks on an epic quest to unmask the culprit before Aunt Lucy's big celebration.",100,88.0,Paddington 2 honors its star's rich legacy with a sweet-natured sequel whose adorable visuals are matched by a story perfectly balanced between heartwarming family fare and purely enjoyable all-ages adventure.,245,"5,000+",Kids & Family,PG,"kids and family, comedy, adventure",English (United Kingdom),Paul King,David Heyman,"Paul King, Simon Farnaby","Jan 12, 2018 wide",43165.0,$38.4M,1h 43m,"Heyday Films, Anton Capital Entertainment",Dolby Atmos,Scope (2.35:1),,"Ben Whishaw, Hugh Grant, Sally Hawkins, Hugh Bonneville, Brendan Gleeson, Julie Walters, Jim Broadbent, Samuel Joslin, Madeleine Harris, Peter Capaldi, Simon Farnaby, David Heyman, Bob Weinstein, David C. Glasser, Ron Halpern, Didier Lupfer, Rosie Alison",http://www.rottentomatoes.com/m/paddington_2,1,1,2,2,103,38.4
822,Ratatouille,2007,"Remy (Patton Oswalt), a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",96,87.0,"Fast-paced and stunningly animated, Ratatouille adds another delightfully entertaining entry -- and a rather unlikely hero -- to the Pixar canon.",251,"250,000+",Kids & Family,G,"animation, comedy, kids and family",English,Brad Bird,Brad Lewis,Brad Bird,"Jun 29, 2007 wide",42331.0,$206.4M,1h 51m,Pixar Animation Studios,"Dolby SRD, DTS, SDDS",Scope (2.35:1),Pixar,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole, Brad Garrett, Janeane Garofalo, Will Arnett, Julius Callahan, Brad Bird, Jan Pinkava, Brad Bird, John Lasseter, Andrew Stanton, Brad Lewis, Michael Giacchino, Sharon Calahan, Darren Holmes",http://www.rottentomatoes.com/m/ratatouille,1,1,1,1,111,206.4
823,My Life as a Zucchini,2016,A police officer (Nick Offerman) and some new friends help an orphan adjust to life at a foster home.,99,89.0,My Life as a Zucchini's silly title and adorable characters belie a sober story whose colorful visuals delight the senses even as it braves dark emotional depths.,137,"5,000+",Kids & Family,PG-13,"comedy, drama, animation",French (France),Claude Barras,"Marc Bonny, Armelle Glorennec, Pauline Gygax, Max Karli",CÃ©line Sciamma,"Feb 24, 2017 limited",42866.0,$292.3K,1h 6m,"Rita Productions, KNM, Blue Spirit Animation",,,,"Will Forte, Nick Offerman, Ellen Page, Amy Sedaris, Clara Young, Erick Abbate, Ness Krell, Romy Beckman, Barry Mitchell, Finn Robbins, Claude Barras, CÃ©line Sciamma, Marc Bonny, Armelle Glorennec, Pauline Gygax, Max Karli, Valentin Rotelli",http://www.rottentomatoes.com/m/my_life_as_a_zucchini,1,4,1,3,66,0.2923
824,The Incredibles,2004,"In this lauded Pixar animated film, married superheroes Mr. Incredible (Craig T. Nelson) and Elastigirl (Holly Hunter) are forced to assume mundane lives as Bob and Helen Parr after all super-powered activities have been banned by the government. While Mr. Incredible loves his wife and kids, he longs to return to a life of adventure, and he gets a chance when summoned to an island to battle an out-of-control robot. Soon, Mr. Incredible is in trouble, and it's up to his family to save him.",97,75.0,"Bringing loads of wit and tons of fun to the animated superhero genre, The Incredibles easily lives up to its name.",248,"250,000+",Kids & Family,PG,"kids and family, comedy, adventure, animation",English,Brad Bird,"John Lasseter, John Walker",Brad Bird,"Nov 5, 2004 wide",42331.0,$261.4M,1h 55m,Pixar Animation Studios,"Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),Pixar,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee, Wallace Shawn, Sarah Vowell, Brad Bird, Elizabeth PeÃ±a, Dominique Louis, Brad Bird, Brad Bird, John Lasseter, Stephen Schaffer, Michael Giacchino, Lou Romano",http://www.rottentomatoes.com/m/incredibles,1,2,1,1,115,261.4
829,The Princess Bride,1987,"A fairy tale adventure about a beautiful young woman and her one true love. He must find her after a long separation and save her. They must battle the evils of the mythical kingdom of Florin to be reunited with each other. Based on the William Goldman novel ""The Princess Bride"" which earned its own loyal audience.",97,94.0,"A delightfully postmodern fairy tale, The Princess Bride is a deft, intelligent mix of swashbuckling, romance, and comedy that takes an age-old damsel-in-distress story and makes it fresh.",77,"250,000+",Kids & Family,PG,"kids and family, comedy, adventure",English,Rob Reiner,"Rob Reiner, Andrew Scheinman",William Goldman,"Oct 1, 1987 wide",42727.0,$26.9M,1h 38m,"Act III Communications, Princess Bride Ltd., Buttercup Films Ltd.","Surround, Dolby Stereo",Flat (1.85:1),,"Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Fred Savage, Peter Falk, Peter Cook, Carol Kane, Rob Reiner, William Goldman, Steve Nicolaides, Rob Reiner, Andrew Scheinman, Jeffrey Stott, Willy De Ville, Mark Knopfler, Adrian Biddle",http://www.rottentomatoes.com/m/princess_bride,1,2,1,3,98,26.9
834,The Nightmare Before Christmas,1993,"The film follows the misadventures of Jack Skellington, Halloweentown's beloved pumpkin king, who has become bored with the same annual routine of frightening people in the ""real world."" When Jack accidentally stumbles on Christmastown, all bright colors and warm spirits, he gets a new lease on life -- he plots to bring Christmas under his control by kidnapping Santa Claus and taking over the role. But Jack soon discovers even the best-laid plans of mice and skeleton men can go seriously awry.",95,91.0,The Nightmare Before Christmas is a stunningly original and visually delightful work of stop-motion animation.,96,"250,000+",Kids & Family,PG,"comedy, fantasy, animation, other, kids and family",English,Henry Selick,"Tim Burton, Denise Di Novi, Kathleen Gavin",Caroline Thompson,"Oct 29, 1993 wide",42332.0,$2.4M,1h 15m,"Touchstone Pictures, Skellington Productions","Surround, Dolby SR, Dolby Digital, Dolby Stereo",Flat (1.85:1),,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens, Ed Ivory, Henry Selick, Michael McDowell, Caroline Thompson, Tim Burton, Denise Di Novi, Danny Elfman, Kathleen Gavin, Jill Jacobs, Diane Minter Lewis",http://www.rottentomatoes.com/m/nightmare_before_christmas,1,3,1,2,75,2.4
835,"Monsters, Inc.",2001,"Monsters Incorporated is the largest scare factory in the monster world, and James P. Sullivan (John Goodman) is one of its top scarers. Sullivan is a huge, intimidating monster with blue fur, large purple spots and horns. His scare assistant, best friend and roommate is Mike Wazowski (Billy Crystal), a green, opinionated, feisty little one-eyed monster. Visiting from the human world is Boo (Mary Gibbs), a tiny girl who goes where no human has ever gone before.",96,90.0,"Clever, funny, and delightful to look at, Monsters, Inc. delivers another resounding example of how Pixar elevated the bar for modern all-ages animation.",197,"250,000+",Kids & Family,G,"comedy, fantasy, animation, kids and family, adventure",English,Pete Docter,Darla K. Anderson,,"Nov 2, 2001 wide",41567.0,$494.0K,1h 32m,"Walt Disney Productions, Pixar Animation Studios","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Scope (2.35:1),Pixar,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Bob Peterson, John Ratzenberger, Frank Oz, Steve Susskind, Pete Docter, David Silverman, Lee Unkrich, Darla K. Anderson, John Lasseter, Andrew Stanton, Kori Rae, Pete Docter, Jill Culton, Jeff Pidgeon",http://www.rottentomatoes.com/m/monsters_inc,1,1,1,2,92,0.494
836,Big,1988,"After a wish turns 12-year-old Josh Baskin (David Moscow) into a 30-year-old man (Tom Hanks), he heads to New York City and gets a low-level job at MacMillen Toy Company. A chance encounter with the owner (Robert Loggia) of the company leads to a promotion testing new toys. Soon a fellow employee, Susan Lawrence (Elizabeth Perkins), takes a romantic interest in Josh. However, the pressure of living as an adult begins to overwhelm him, and he longs to return to his simple, former life as a boy.",97,82.0,"Refreshingly sweet and undeniably funny, Big is a showcase for Tom Hanks, who dives into his role and infuses it with charm and surprising poignancy.",74,"250,000+",Kids & Family,PG,"kids and family, comedy, fantasy",English,Penny Marshall,"James L. Brooks, Robert Greenhut",,,41964.0,$113.5M,1h 44m,"Gracie Films, 20th Century Fox",Surround,,,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jared Rushton, David Moscow, Jon Lovitz, Mercedes Ruehl, Tracy Reiner, Penny Marshall, James L. Brooks, Robert Greenhut, Howard Shore, Barry Sonnenfeld, Barry Malkin, Paula Herold, Juliet Taylor, Santo Loquasto, Speed Hopkins",http://www.rottentomatoes.com/m/big,1,2,1,2,104,113.5
841,The Muppets,2011,"Walter, the world's biggest Muppet fan, is on vacation in Los Angeles with his brother Gary (Jason Segel) and Gary's girlfriend, Mary (Amy Adams). They discover that greedy Tex Richman (Chris Cooper) plans to raze Muppet Studios and drill for oil on the spot. Desperate to save the Muppets' former stomping grounds, the three friends join forces with Kermit to reunite Miss Piggy, Fozzie and the rest of the gang to hold a telethon to raise the $10 million they need to save the studio .",95,80.0,"Clever, charming, and heartfelt, The Muppets is a welcome big screen return for Jim Henson's lovable creations that will both win new fans and delight longtime devotees.",228,"50,000+",Kids & Family,PG,"kids and family, comedy",English,James Bobin,"David Hoberman, Todd Lieberman","Jason Segel, Nicholas Stoller","Nov 23, 2011 wide",42331.0,$88.6M,1h 38m,Walt Disney Studios,,,,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Alan Arkin, James Carville, Donald Glover, Leslie Feist, Ken Jeong, Judd Hirsch, James Bobin, Jason Segel, Nicholas Stoller, David Hoberman, Todd Lieberman, Jason Segel, Nicholas Stoller, John G. Scotti, Martin G. Baker, Christophe Beck",http://www.rottentomatoes.com/m/the_muppets,1,2,2,1,98,88.6
843,Who Framed Roger Rabbit,1988,"Down-on-his-luck private eye Eddie Valiant (Bob Hoskins) gets hired by cartoon producer R.K. Maroon (Alan Tilvern) to investigate an adultery scandal involving Jessica Rabbit (Kathleen Turner), the sultry wife of Maroon's biggest star, Roger Rabbit (Charles Fleischer). But when Marvin Acme (Stubby Kaye), Jessica's alleged paramour and the owner of Toontown, is found murdered, the villainous Judge Doom (Christopher Lloyd) vows to catch and destroy Roger.",97,84.0,"Who Framed Roger Rabbit is an innovative and entertaining film that features a groundbreaking mix of live action and animation, with a touching and original story to boot.",65,"250,000+",Kids & Family,PG,comedy,English,Robert Zemeckis,"Robert Watts, Frank Marshall","Jeffrey Price, Peter S. Seaman","Jun 21, 1988 wide",42351.0,$152.8M,1h 44m,Touchstone Pictures,Surround,,,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Stubby Kaye, Alan Tilvern, Richard LeParmentier, Joel Silver, Betsy Brantley, Charles Fleischer, Lou Hirsch, Robert Zemeckis, Jeffrey Price, Peter S. Seaman, Kathleen Kennedy, Steven Spielberg, Robert Watts, Frank Marshall, Alan Silvestri, Dean Cundey, Arthur Schmidt",http://www.rottentomatoes.com/m/who_framed_roger_rabbit,1,2,2,1,104,152.8
844,How to Train Your Dragon: The Hidden World,2019,"When the sudden appearance of a female Light Fury coincides with the darkest threat their village has ever faced, Hiccup and Toothless must journey to a hidden world thought only to exist in myth. The two friends will soon discover their true destinies as dragon and rider fight together to protect everything they've grown to treasure.",90,86.0,"The rare trilogy capper that really works, How to Train Your Dragon: The Hidden World brings its saga to a visually dazzling and emotionally affecting conclusion.",269,"50,000+",Kids & Family,PG,"comedy, fantasy, animation, kids and family, adventure",English,Dean DeBlois,"Bradford Lewis, Bonnie Arnold",Dean DeBlois,"Feb 22, 2019 wide",43585.0,$160.8M,1h 44m,DreamWorks Animation,"DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),How to Train Your Dragon,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett, Gerard Butler, Craig Ferguson, Jonah Hill, Christopher Mintz-Plasse, Kristen Wiig, Kit Harington, Dean DeBlois, Dean DeBlois, Bradford Lewis, Bonnie Arnold, Dean DeBlois, Chris Sanders, John K. Carr, Christi Soper Hilt",http://www.rottentomatoes.com/m/how_to_train_your_dragon_the_hidden_world,1,2,1,1,104,160.8
845,Babe,1995,"Gentle farmer Arthur Hoggett (James Cromwell) wins a piglet named Babe (Christine Cavanaugh) at a county fair. Narrowly escaping his fate as Christmas dinner when Farmer Hoggett decides to show him at the next fair, Babe bonds with motherly border collie Fly (Miriam Margolyes) and discovers that he too can herd sheep. But will the other farm animals, including Fly's jealous husband Rex, accept a pig who doesn't conform to the farm's social hierarchy?",97,67.0,"The rare family-friendly feature with a heart as big as its special effects budget, Babe offers timeless entertainment for viewers of all ages.",70,"250,000+",Kids & Family,G,"comedy, fantasy, drama, kids and family",English (Australia),Chris Noonan,"Bill Miller, George Miller, Doug Mitchell","Dick King-Smith, George Miller, Chris Noonan",,42005.0,$63.6M,1h 34m,"Universal Pictures, Kennedy Miller Productions","Surround, Stereo",,,"James Cromwell, Magda Szubanski, Hugo Weaving, Mary Acres, Marshall Napier, Christine Cavanaugh, Miriam Margolyes, Chris Noonan, George Miller, Chris Noonan, George Miller, Doug Mitchell, Andrew Lesnie, Marcus D'Arcy",http://www.rottentomatoes.com/m/1065598-babe,1,3,3,2,94,63.6
848,Fantastic Mr. Fox,2009,"After 12 years of bucolic bliss, Mr. Fox (George Clooney) breaks a promise to his wife (Meryl Streep) and raids the farms of their human neighbors, Boggis, Bunce and Bean. Giving in to his animal instincts endangers not only his marriage but also the lives of his family and their animal friends. When the farmers force Mr. Fox and company deep underground, he has to resort to his natural craftiness to rise above the opposition.",93,85.0,Fantastic Mr. Fox is a delightfully funny feast for the eyes with multi-generational appeal -- and it shows Wes Anderson has a knack for animation.,243,"100,000+",Kids & Family,PG,"kids and family, comedy, adventure, animation",English,Wes Anderson,"Wes Anderson, Scott Rudin, Allison Abbate, Jeremy Dawson","Wes Anderson, Noah Baumbach","Nov 25, 2009 wide",42333.0,$21.0M,1h 28m,American Empirical Pictures,,,,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson, Michael Gambon, Willem Dafoe, Owen Wilson, Jarvis Cocker, Wes Anderson, Wes Anderson, Noah Baumbach, Wes Anderson, Scott Rudin, Allison Abbate, Jeremy Dawson, Steven Rales, Arnon Milchan, Mark Gustafson",http://www.rottentomatoes.com/m/1197696-fantastic_mr_fox,1,4,2,1,88,21.0
852,Hugo,2011,"Orphaned and alone except for an uncle, Hugo Cabret (Asa Butterfield) lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father (Jude Law). Accompanied by the goddaughter (ChloÃ« Grace Moretz) of an embittered toy merchant (Ben Kingsley), Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",93,78.0,"Hugo is an extravagant, elegant fantasy with an innocence lacking in many modern kids' movies, and one that emanates an unabashed love for the magic of cinema.",228,"50,000+",Kids & Family,PG,"drama, adventure, fantasy",English,Martin Scorsese,"Graham King, Tim Headington, Martin Scorsese, Johnny Depp",John Logan,"Nov 23, 2011 wide",41796.0,$73.8M,2h 6m,GK Films,"SDDS, Dolby Digital",,,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, ChloÃ« Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Martin Scorsese, John Logan, Graham King, Tim Headington, Martin Scorsese, Johnny Depp, Emma Tillinger Koskoff, David Crockett, Georgia Kacandes, Christi Dembrowski",http://www.rottentomatoes.com/m/hugo,1,4,1,1,126,73.8
855,Enchanted,2007,"Banished by an evil queen, Princess Giselle (Amy Adams) from a fairy-tale world lands in modern Manhattan, where music, magic and ""happily ever after"" are sorely lacking. She is adrift in this strange new place until a divorce lawyer (Patrick Dempsey) comes to her aid. Giselle begins to fall for her flawed benefactor, but the storybook romance gets complicated when a prince from her world comes to rescue her.",93,80.0,"A smart re-imagining of fairy tale tropes that's sure to delight children and adults, Enchanted features witty dialogue, sharp animation, and a star turn by Amy Adams.",192,"250,000+",Kids & Family,PG,"kids and family, romance, musical, fantasy",English,Kevin Lima,"Barry Sonnenfeld, Barry Josephson",Bill Kelly,"Nov 21, 2007 wide",42331.0,$127.7M,1h 48m,"Walt Disney Pictures, Josephson Entertainment","Dolby SRD, DTS, SDDS",Scope (2.35:1),,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Rachel Covey, Susan Sarandon, Julie Andrews, Kevin Lima, Bill Kelly, Barry Sonnenfeld, Barry Josephson, Alan Menken, Chris Chase, Ezra Swerdlow, Don Burgess",http://www.rottentomatoes.com/m/enchanted,1,2,1,2,108,127.7
856,How to Train Your Dragon 2,2014,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting the island's unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's long-lost mother, Valka (Cate Blanchett). Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",92,90.0,"Exciting, emotionally resonant, and beautifully animated, How to Train Your Dragon 2 builds on its predecessor's successes just the way a sequel should.",189,"100,000+",Kids & Family,PG,"comedy, fantasy, animation, kids and family, adventure",English,Dean DeBlois,Bonnie Arnold,Dean DeBlois,"Jun 13, 2014 wide",42333.0,$177.0M,1h 42m,"DreamWorks Animation, Mad Hatter Entertainment","Datasat, SDDS, Dolby Atmos",,How to Train Your Dragon,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Dean DeBlois, Dean DeBlois, Bonnie Arnold, Dean DeBlois, Chris Sanders, John K. Carr, Zhaoping Wei, Leslee Feldman",http://www.rottentomatoes.com/m/how_to_train_your_dragon_2,1,1,1,2,102,177.0
857,The Straight Story,1999,"A retired farmer and widower in his 70s, Alvin Straight (Richard Farnsworth) learns one day that his distant brother Lyle (Harry Dean Stanton) has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",95,91.0,"With strong performances and director David Lynch at the helm, The Straight Story steers past sentimental byways on its ambling journey across the American heartland.",103,"25,000+",Kids & Family,G,drama,English,David Lynch,"Neal Edelstein, Mary Sweeney","John Roach, Mary Sweeney",,42715.0,$6.2M,1h 51m,"Le Studio Canal +, Channel Four Films, Walt Disney Pictures, Asymmetrical Productions, Les Films Alain Sarde, CiBy 2000",Dolby Digital,,,"Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz, Everett McGill, Jennifer Edwards-Hughes, Barbara Robertson, John Farley, John Lordan, Harry Dean Stanton, David Lynch, John Roach, Mary Sweeney, Pierre Edelman, Neal Edelstein, Michael Polaire, Mary Sweeney, Angelo Badalamenti, Freddie Francis, Mary Sweeney",http://www.rottentomatoes.com/m/straight_story,1,2,2,6,111,6.2
858,Coraline,2009,"While exploring her new home, a girl named Coraline (Dakota Fanning) discovers a secret door, behind which lies an alternate world that closely mirrors her own but, in many ways, is better. She rejoices in her discovery, until Other Mother (Teri Hatcher) and the rest of her parallel family try to keep her there forever. Coraline must use all her resources and bravery to make it back to her own family and life.",90,73.0,"With its vivid stop-motion animation combined with Neil Gaiman's imaginative story, Coraline is a film that's both visually stunning and wondrously entertaining.",269,"250,000+",Kids & Family,PG,"kids and family, animation, fantasy",English,Henry Selick,"Bill Mechanic, Claire Jennings, Henry Selick, Mary Sandell",Henry Selick,"Feb 6, 2009 wide",41682.0,$75.3M,1h 40m,Laika,,,,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French, Keith David, John Hodgman, Robert Bailey Jr., Ian McShane, Henry Selick, Henry Selick, Bill Mechanic, Claire Jennings, Henry Selick, Mary Sandell, Michael Zoumas, Christopher Murrie, Ronald Sanders",http://www.rottentomatoes.com/m/coraline,1,4,1,1,100,75.3
859,The Breadwinner,2017,"Parvana is an 11-year-old girl who lives under Taliban rule in Afghanistan in 2001. After the wrongful arrest of her father, Parvana cuts off her hair and dresses like a boy to support her family. Working alongside a friend, she soon discovers a new world of freedom and danger. Drawing strength from the fantastical stories she invents, Parvana embarks on an epic quest to find her father and reunite her family.",95,87.0,The Breadwinner's stunning visuals are matched by a story that dares to confront sobering real-life issues with uncommon -- and richly rewarding -- honesty.,105,"1,000+",Kids & Family,PG-13,"drama, animation",English,Nora Twomey,"Angelina Jolie, Anthony Leo, Tomm Moore","Anita Doron, Deborah Ellis","Nov 17, 2017 limited",43148.0,$302.9K,1h 34m,"Guru Animation Studio, Aircraft Pictures, MÃ©lusine Productions, Cartoon Saloon, Jolie Pas",,,,"Saara Chaudry, Laara Sadiq, Shaista Latif, Ali Badshah, Noorin Gulamgaus, Kawa Ada, Soma Chhaya, Ali Kazmi, Nora Twomey, Anita Doron, Karim Amer, Mimi Polk Gitlin, Jehane Noujaim, Gerry Shirren, Angelina Jolie, Tomm Moore",http://www.rottentomatoes.com/m/the_breadwinner,1,3,2,5,94,0.3029
868,The Secret of Roan Inish,1994,"Fiona (Jeni Courtney) is a young Irish girl with an unusual family history, including a long-missing baby brother. When she goes to live with her grandparents on the west coast of Ireland, Fiona hears stories about her ancestors, tales that involve mythical creatures called selkies who can shift from seal to human form. After Fiona ends up on the small island of Roan Inish, her family's ancestral home, she believes she may have found her little brother living by the sea.",95,87.0,The Secret of Roan Inish is a gentle fairy tale filled with optimism that's suitable for the whole family.,44,"5,000+",Kids & Family,PG,"kids and family, drama",English,John Sayles,Maggie Renzi,John Sayles,,42655.0,$82.6K,1h 43m,,,,,"Mick Lally, Eileen Colgan, John Lynch, Jeni Courtney, Richard Sheridan, Cillian Byrne, Pat Slowey, Dave Duffy, Declan Hannigan, Fergal McElherron, John Sayles, John Sayles, Peter Newman, Maggie Renzi, John Sloss, Haskell Wexler, John Sayles, John Hubbard, Ros Hubbard",http://www.rottentomatoes.com/m/the-secret-of-roan-inish,1,1,1,1,103,0.0825999999999999
869,A Monster Calls,2016,"Conor (Lewis MacDougall) is dealing with far more than other boys his age. His beloved and devoted mother (Felicity Jones) is ill. He has little in common with his imperious grandmother. His father has resettled thousands of miles away. But Conor finds a most unlikely ally when the Monster (Liam Neeson) appears at his bedroom window one night. Ancient, wild, and relentless, the Monster guides Conor on a journey of courage, faith, and truth that powerfully fuses imagination and reality.",86,81.0,A Monster Calls deftly balances dark themes and fantastical elements to deliver an engrossing and uncommonly moving entry in the crowded coming-of-age genre.,266,"25,000+",Kids & Family,PG-13,"drama, adventure, fantasy",English,J.A. Bayona,BelÃ©n Atienza,Patrick Ness,"Jan 6, 2017 wide",42808.0,$2.2M,1h 48m,"Apaches Entertainment, La Trini, Telecinco Cinema",,,,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell, Ben Moor, James Melville, Oliver Steer, Dominic Boyle, Jennifer Lim, Geraldine Chaplin, J.A. Bayona, Patrick Ness, Patrick Ness, Jeff Skoll, Bill Pohlad, Jonathan King, Mitch Horwits, Patrick Wachsberger",http://www.rottentomatoes.com/m/a_monster_calls,1,1,1,3,108,2.2
870,Arthur Christmas,2011,"Everyone knows that, each Christmas, Santa Claus delivers presents to every last child on Earth. What everyone doesn't know is that Santa accomplishes the feat with a very high-tech operation beneath the North Pole. But when the unthinkable happens, and Santa misses one child out of hundreds of millions, someone has to save the day. It's up to Arthur (James McAvoy), Santa's youngest son, to deliver a present to the forgotten tyke before Christmas morning dawns.",92,76.0,"Aardman Animations broadens their humor a bit for Arthur Christmas, a clever and earnest holiday film with surprising emotional strength.",169,"10,000+",Kids & Family,PG,"kids and family, comedy, animation, other",English,Sarah Smith,"Peter Lord, David Sproxton, Carla Shelley, Steve Pegram","Peter Baynham, Sarah Smith","Nov 23, 2011 wide",41800.0,$46.4M,1h 40m,"Aardman Animations, Sony Pictures Animation","SDDS, Dolby Digital",,,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Marc Wootton, Laura Linney, Eva Longoria, Ramona Marquez, Peter Baynham, Peter Lord, David Sproxton, Carla Shelley, Steve Pegram, John Carnochan, Harry Gregson-Williams",http://www.rottentomatoes.com/m/arthur_christmas,1,4,2,2,100,46.4
878,Ponyo,2008,"During a forbidden excursion to see the surface world, a goldfish princess encounters a human boy named Sosuke, who gives her the name Ponyo. Ponyo longs to become human, and as her friendship with Sosuke grows, she becomes more humanlike. Ponyo's father brings her back to their ocean kingdom, but so strong is Ponyo's wish to live on the surface that she breaks free, and in the process, spills a collection of magical elixirs that endanger Sosuke's village.",91,83.0,"While not Miyazaki's best film, Ponyo is a visually stunning fairy tale that's a sweetly poetic treat for children of all ages.",172,"50,000+",Kids & Family,G,"adventure, fantasy, anime",Japanese,Hayao Miyazaki,Toshio Suzuki,,"Aug 14, 2009 wide",43815.0,$15.1M,1h 40m,"Studio Ghibli, Walt Disney Studios","Dolby Digital Surround EX, Dolby Digital",Flat (1.85:1),,"Cate Blanchett, Matt Damon, Liam Neeson, Tina Fey, Noah Cyrus, Frankie Jonas, Cloris Leachman, Lily Tomlin, Betty White, Kurt Knutsson, Hayao Miyazaki, John Lasseter, Brad Lewis, Peter Sohn, Toshio Suzuki, Kathleen Kennedy, Frank Marshall, Steve Alpert, John Lasseter, Hayao Miyazaki",http://www.rottentomatoes.com/m/ponyo,1,1,1,2,100,15.1
881,That Thing You Do!,1996,"Wily band manager Mr. White helps a small town band achieve big time success when they release a Beatles-style pop song in 1964. Pennsylvania band the ""Oneders"" become a sensation after their drummer breaks his arm, and is replaced by jazz enthusiast, Guy Patterson, who injects something a bit different into their music.",93,78.0,"A light, sweet, and thoroughly entertaining debut for director Tom Hanks, That Thing You Do! makes up in charm what it lacks in complexity.",58,"100,000+",Kids & Family,PG,"comedy, drama",English,Tom Hanks,"Gary Goetzman, Jonathan Demme, Edward Saxon",Tom Hanks,,42333.0,$25.9M,1h 50m,Twentieth Century Fox,Surround,,,"Tom Everett Scott, Liv Tyler, Johnathon Schaech, Steve Zahn, Ethan Embry, Tom Hanks, Charlize Theron, Obba Babatunde, Giovanni Ribisi, Chris Ellis, Tom Hanks, Gary Goetzman, Jonathan Demme, Edward Saxon, Tom Hanks",http://www.rottentomatoes.com/m/that_thing_you_do,1,3,1,1,110,25.9
